,jersey_no,name,role,salary_rank,salary,team,season
1018,596,Vikas Mishra,Bowler,596,"1,000,000",Delhi Daredevils,2012
1019,292,Unmukt Chand,Batsman,292,"1,000,000",Delhi Daredevils,2012
1020,2,Rohit Sharma,Batsman,2,"92,000,000",Mumbai Indians,2012
1021,42,Sachin Tendulkar,Batsman,42,"82,800,000",Mumbai Indians,2012
1022,22,Harbhajan Singh,Bowler,22,"59,800,000",Mumbai Indians,2012
1023,14,Kieron Pollard,Allrounder,14,"45,243,000",Mumbai Indians,2012
1024,12,Dinesh Karthik,Wicketkeeper Batsman,12,"41,400,000",Mumbai Indians,2012
1025,143,Thisara Perera,Allrounder,143,"32,675,500",Mumbai Indians,2012
1026,133,Munaf Patel,Bowler,133,"32,200,000",Mumbai Indians,2012
1027,102,R.P.Singh,Bowler,102,"27,600,000",Mumbai Indians,2012
1028,29,Lasith Malinga,Bowler,29,"25,135,000",Mumbai Indians,2012
1029,156,Pragyan Ojha,Bowler,156,"23,000,000",Mumbai Indians,2012
1030,66,Mitchell Johnson,Bowler,66,"15,081,000",Mumbai Indians,2012
1031,314,Davy Jacobs,Wicketkeeper Batsman,314,"9,551,300",Mumbai Indians,2012
1032,330,Clint McKay,Bowler,330,"5,529,700",Mumbai Indians,2012
1033,341,James Franklin,Allrounder,341,"5,027,000",Mumbai Indians,2012
1034,477,Robin Peterson,Bowler,477,"5,027,000",Mumbai Indians,2012
1035,114,Dwayne Smith,Allrounder,114,"5,027,000",Mumbai Indians,2012
1036,362,Tirumalasetti Suman,Batsman,362,"3,000,000",Mumbai Indians,2012
1037,312,Abu Nechim,Bowler,312,"3,000,000",Mumbai Indians,2012
1038,355,Jaydev Shah,Batsman,355,"3,000,000",Mumbai Indians,2012
1039,68,Ambati Rayudu,Batsman,68,"3,000,000",Mumbai Indians,2012
1040,574,Richard Levi,batsman,574,"2,513,500",Mumbai Indians,2012
1041,177,Herschelle Gibbs,Batsman,177,"2,513,500",Mumbai Indians,2012
1042,161,Dhawal Kulkarni,Bowler,161,"2,000,000",Mumbai Indians,2012
1043,471,Aiden Blizzard,Batsman,471,"1,005,400",Mumbai Indians,2012
1044,201,Aditya Tare,Wicketkeeper Batsman,201,"1,000,000",Mumbai Indians,2012
1045,74,Kuldeep Yadav,Bowler,74,"1,000,000",Mumbai Indians,2012
1046,511,Apoorv Wankhade,Batsman,511,"1,000,000",Mumbai Indians,2012
1047,602,Amitoze Singh,Allrounder,602,"1,000,000",Mumbai Indians,2012
1048,113,SuryaKumar Yadav,Batsman,113,"1,000,000",Mumbai Indians,2012
1049,458,Pawan Suyal,Bowler,458,"1,000,000",Mumbai Indians,2012
1050,77,Yuzvendra Chahal,Bowler,77,"1,000,000",Mumbai Indians,2012
1051,450,Rahul Shukla,Bowler,450,"800,000",Mumbai Indians,2012
1052,656,Sujit Nayak,Batsman,656,"800,000",Mumbai Indians,2012
1053,473,Sushant Marathe,Wicketkeeper Batsman,473,"800,000",Mumbai Indians,2012
1054,7,Gautam Gambhir,Batsman,7,"110,400,000",Kolkata Knight Riders,2012
1055,27,Yusuf Pathan,Allrounder,27,"96,600,000",Kolkata Knight Riders,2012
1056,53,Jacques Kallis,Allrounder,53,"55,297,000",Kolkata Knight Riders,2012
1057,40,Brendon McCullum,Wicketkeeper Batsman,40,"45,243,000",Kolkata Knight Riders,2012
1058,6,Sunil Narine,Bowler,6,"35,189,000",Kolkata Knight Riders,2012
1059,169,Lakshmipathy Balaji,Bowler,169,"23,000,000",Kolkata Knight Riders,2012
1060,89,Manoj Tiwary,Batsman,89,"21,850,000",Kolkata Knight Riders,2012
1061,76,Shakib Al Hasan,Allrounder,76,"21,364,750",Kolkata Knight Riders,2012
1062,100,Brett Lee,Bowler,100,"20,108,000",Kolkata Knight Riders,2012
1063,90,Eoin Morgan,Batsman,90,"17,594,500",Kolkata Knight Riders,2012
1064,213,Brad Haddin,Wicketkeeper batsman,213,"16,337,750",Kolkata Knight Riders,2012
1065,44,Jaydev Unadkat,Bowler,44,"11,500,000",Kolkata Knight Riders,2012
1066,229,Ryan ten Doeschate,Allrounder,229,"7,540,500",Kolkata Knight Riders,2012
1067,262,James Pattinson,Bowler,262,"5,027,000",Kolkata Knight Riders,2012
1068,200,Rajat Bhatia,Allrounder,200,"3,000,000",Kolkata Knight Riders,2012
1069,259,Laxmi Shukla,Allrounder,259,"3,000,000",Kolkata Knight Riders,2012
1070,285,Manvinder Bisla,wicketkeeper Batsman,285,"3,000,000",Kolkata Knight Riders,2012
1071,361,Marchant De Lange,Bowler,361,"2,513,500",Kolkata Knight Riders,2012
1072,271,Pradeep Sangwan,Bowler,271,"2,000,000",Kolkata Knight Riders,2012
1073,417,Sarabjit Ladda,Bowler,417,"2,000,000",Kolkata Knight Riders,2012
1074,291,Iqbal Abdulla,Allrounder,291,"2,000,000",Kolkata Knight Riders,2012
1075,48,Mohammed Shami,Bowler,48,"1,000,000",Kolkata Knight Riders,2012
1076,754,Chirag Jani,Allrounder,754,"800,000",Kolkata Knight Riders,2012
1077,487,Debabrata Das,Batsman,487,"800,000",Kolkata Knight Riders,2012
1078,755,Iresh Saxena,Bowler,755,"800,000",Kolkata Knight Riders,2012
1079,28,Sanju Samson,Wicketkeeper Batsman,28,"800,000",Kolkata Knight Riders,2012
1080,3,Virat Kohli,Batsman,3,"82,800,000",Royal Challengers Bangalore,2012
1081,65,Saurabh Tiwary,Batsman,65,"73,600,000",Royal Challengers Bangalore,2012
1082,5,AB de Villiers,Wicketkeeper Batsman,5,"55,297,000",Royal Challengers Bangalore,2012
1083,78,Vinay Kumar,Bowler,78,"46,000,000",Royal Challengers Bangalore,2012
1084,57,Zaheer Khan,Bowler,57,"41,400,000",Royal Challengers Bangalore,2012
1085,135,Tillakaratne Dilshan,Allrounder,135,"32,675,500",Royal Challengers Bangalore,2012
1086,165,Dirk Nannes,Bowler,165,"32,675,500",Royal Challengers Bangalore,2012
1087,21,Chris Gayle,Allrounder,21,"32,675,500",Royal Challengers Bangalore,2012
1088,144,Cheteshwar Pujara,Batsman,144,"32,200,000",Royal Challengers Bangalore,2012
1089,129,Daniel Vettori,Allrounder,129,"27,648,500",Royal Challengers Bangalore,2012
1090,220,Abhimanyu Mithun,Bowler,220,"11,960,000",Royal Challengers Bangalore,2012
1091,119,Muttiah Muralitharan,Bowler,119,"10,120,000",Royal Challengers Bangalore,2012
1092,327,Charl Langeveldt,Bowler,327,"7,037,800",Royal Challengers Bangalore,2012
1093,185,Mohammad Kaif,Batsman,185,"5,980,000",Royal Challengers Bangalore,2012
1094,343,Andrew McDonald,Allrounder,343,"4,021,600",Royal Challengers Bangalore,2012
1095,282,Luke Pomersbach,Batsman,282,"2,513,500",Royal Challengers Bangalore,2012
1096,495,Ryan Ninan,Allrounder,495,"2,000,000",Royal Challengers Bangalore,2012
1097,402,Arun Karthik,Wicketkeeper Batsman,402,"2,000,000",Royal Challengers Bangalore,2012
1098,377,Sreenath Aravind,Bowler,377,"2,000,000",Royal Challengers Bangalore,2012
1099,416,Rilee Rossouw,batsman,416,"1,005,400",Royal Challengers Bangalore,2012
1100,598,Asad Pathan,Bowler,598,"1,000,000",Royal Challengers Bangalore,2012
1101,597,Abrar Kazi,Bowler,597,"1,000,000",Royal Challengers Bangalore,2012
1102,421,Chidhambaram Gautam,Wicketkeeper Batsman,421,"1,000,000",Royal Challengers Bangalore,2012
1103,541,Syed Mohammad,Bowler,541,"1,000,000",Royal Challengers Bangalore,2012
1104,527,Raju Bhatkal,Allrounder,527,"1,000,000",Royal Challengers Bangalore,2012
1105,157,Mayank Agarwal,Batsman,157,"1,000,000",Royal Challengers Bangalore,2012
1106,603,P Parameswaran,Bowler,603,"1,000,000",Royal Challengers Bangalore,2012
1107,281,Harshal Patel,Bowler,281,"800,000",Royal Challengers Bangalore,2012
1108,64,Karun Nair,Batsman,64,"800,000",Royal Challengers Bangalore,2012
1109,565,KP Appanna,Bowler,565,"800,000",Royal Challengers Bangalore,2012
1110,756,Thiyagarajan,Bowler,756,"800,000",Royal Challengers Bangalore,2012
1111,423,Vijay Zol,Batsman,423,"800,000",Royal Challengers Bangalore,2012
1112,32,Dale Steyn,Bowler,32,"60,324,000",Deccan Chargers,2012
1113,84,Cameron White,Batsman,84,"55,297,000",Deccan Chargers,2012
1114,152,Daniel Christian,Allrounder,152,"45,243,000",Deccan Chargers,2012
1115,93,Kumar Sangakkara,Wicketkeeper Batsman,93,"35,189,000",Deccan Chargers,2012
1116,88,Parthiv Patel,Wicketkeeper Batsman,88,"29,900,000",Deccan Chargers,2012
1117,58,Ishant Sharma,Bowler,58,"20,700,000",Deccan Chargers,2012
1118,82,JP Duminy,Allrounder,82,"15,081,000",Deccan Chargers,2012
1119,46,Amit Mishra,Bowler,46,"13,800,000",Deccan Chargers,2012
1120,13,Shikhar Dhawan,Batsman,13,"13,800,000",Deccan Chargers,2012
1121,236,Manpreet Gony,Bowler,236,"13,340,000",Deccan Chargers,2012
1122,365,Darren Bravo,Batsman,365,"5,027,000",Deccan Chargers,2012
1123,405,Rusty Theron,Bowler,405,"4,272,950",Deccan Chargers,2012
1124,532,Daniel Harris,Batsman,532,"3,518,900",Deccan Chargers,2012
1125,437,Abhishek Jhunjhunwala,Batsman,437,"3,000,000",Deccan Chargers,2012
1126,404,Bharat Chipli,Batsman,404,"3,000,000",Deccan Chargers,2012
1127,381,Arjun Yadav,Batsman,381,"3,000,000",Deccan Chargers,2012
1128,422,Ishank Jaggi,Batsman,422,"2,000,000",Deccan Chargers,2012
1129,480,Anand Rajan,Bowler,480,"2,000,000",Deccan Chargers,2012
1130,382,Dwaraka Ravi Teja,Batsman,382,"2,000,000",Deccan Chargers,2012
1131,63,Chris Lynn,Batsman,63,"1,005,400",Deccan Chargers,2012
1132,604,Tanmay Mishra,Batsman,604,"1,000,000",Deccan Chargers,2012
1133,701,TP Sudhindra,Bowler,701,"1,000,000",Deccan Chargers,2012
1134,492,Sunny Sohal,Batsman,492,"1,000,000",Deccan Chargers,2012
1135,600,Kedar Devdhar,Wicketkeeper Batsman,600,"1,000,000",Deccan Chargers,2012
1136,599,Akash Bhandari,Bowler,599,"1,000,000",Deccan Chargers,2012
1137,390,Ankit Sharma,Bowler,390,"1,000,000",Deccan Chargers,2012
1138,571,Abhishek reddy,Batsman,571,"1,000,000",Deccan Chargers,2012
1139,757,Tekkami Atchuta Rao,Bowler,757,"800,000",Deccan Chargers,2012
1140,378,Veer Pratap Singh,Bowler,378,"800,000",Deccan Chargers,2012
1141,669,Syed Ahmed Quadri,Allrounder,669,"800,000",Deccan Chargers,2012
1142,657,Akshath Reddy,Bowler,657,"800,000",Deccan Chargers,2012
1143,658,Biplab Samantray,Allrounder,658,"800,000",Deccan Chargers,2012
1144,758,Sneha Kishore,Bowler,758,"800,000",Deccan Chargers,2012
1145,449,Tanmay Srivastava,Batsman,449,"800,000",Deccan Chargers,2012
1146,9,Robin Uthappa,Batsman,9,"105,567,000",Pune Warriors India,2012
1147,8,Yuvraj Singh,Batsman,8,"82,800,000",Pune Warriors India,2012
1148,80,Angelo Mathews,Allrounder,80,"47,756,500",Pune Warriors India,2012
1149,59,Ashish Nehra,Bowler,59,"39,100,000",Pune Warriors India,2012
1150,154,Graeme Smith,Batsman,154,"25,135,000",Pune Warriors India,2012
1151,230,Michael Clarke,Batsman,230,"20,108,000",Pune Warriors India,2012
1152,108,Sourav Ganguly,Batsman,108,"18,400,000",Pune Warriors India,2012
1153,162,Murali Kartik,Bowler,162,"18,400,000",Pune Warriors India,2012
1154,167,Ashok Dinda,Bowler,167,"17,250,000",Pune Warriors India,2012
1155,268,Callum Ferguson,Batsman,268,"15,081,000",Pune Warriors India,2012
1156,101,Mitchell Marsh,Allrounder,101,"14,578,300",Pune Warriors India,2012
1157,279,Tim Paine,Wicketkeeper Batsman,279,"13,572,900",Pune Warriors India,2012
1158,31,Steven Smith,Batsman,31,"10,054,000",Pune Warriors India,2012
1159,298,Luke Wright,Allrounder,298,"10,054,000",Pune Warriors India,2012
1160,196,Wayne Parnell,Bowler,196,"8,043,200",Pune Warriors India,2012
1161,244,Jesse Ryder,Allrounder,244,"7,540,500",Pune Warriors India,2012
1162,342,Nathan McCullum,Bowler,342,"5,027,000",Pune Warriors India,2012
1163,299,Marlon Samuels,Batsman,299,"5,027,000",Pune Warriors India,2012
1164,379,Alfonso Thomas,Bowler,379,"5,027,000",Pune Warriors India,2012
1165,443,Mohnish Mishra,Batsman,443,"3,000,000",Pune Warriors India,2012
1166,391,Dheeraj Jadhav,Batsman,391,"3,000,000",Pune Warriors India,2012
1167,311,Mithun Manhas,Allrounder,311,"3,000,000",Pune Warriors India,2012
1168,392,Sachin Rana,Bowler,392,"3,000,000",Pune Warriors India,2012
1169,475,Tamim Iqbal,Batsman,475,"2,513,500",Pune Warriors India,2012
1170,497,Harshad Khadiwale,Batsman,497,"2,000,000",Pune Warriors India,2012
1171,439,Shrikant Wagh,Allrounder,439,"2,000,000",Pune Warriors India,2012
1172,25,Bhuvneshwar kumar,Bowler,25,"2,000,000",Pune Warriors India,2012
1173,269,Rahul Sharma,Bowler,269,"2,000,000",Pune Warriors India,2012
1174,408,Harpreet Singh,Batsman,408,"2,000,000",Pune Warriors India,2012
1175,442,Ali Murtaza,Bowler,442,"2,000,000",Pune Warriors India,2012
1176,26,Manish Pandey,Batsman,26,"2,000,000",Pune Warriors India,2012
1177,296,Eklavya Dwivedi,Wicketkeeper Batsman,296,"1,000,000",Pune Warriors India,2012
1178,605,Anustup Majumdar,Allrounder,605,"1,000,000",Pune Warriors India,2012
1179,472,Raiphi Gomez,Allrounder,472,"1,000,000",Pune Warriors India,2012
1180,536,Kamran Khan,Bowler,536,"1,000,000",Pune Warriors India,2012
1181,665,Krishnakant Upadhyay,Allrounder,665,"800,000",Pune Warriors India,2012
1182,202,James Hopes,Allrounder,202,0,Pune Warriors India,2012
1183,11,Ravindra Jadeja,Allrounder,11,"92,000,000",Chennai Super Kings,2013
1184,1,MS Dhoni,Wicketkeeper Batsman,1,"82,800,000",Chennai Super Kings,2013
1185,4,Suresh Raina,Batsman,4,"59,800,000",Chennai Super Kings,2013
1186,56,Murali Vijay,Batsman,56,"41,400,000",Chennai Super Kings,2013
1187,15,Ravichandran Ashwin,Allrounder,15,"39,100,000",Chennai Super Kings,2013
1188,153,S Badrinath,Batsman,153,"36,800,000",Chennai Super Kings,2013
1189,19,Chris Morris,Allrounder,19,"33,293,750",Chennai Super Kings,2013
1190,165,Dirk Nannes,Bowler,165,"31,962,000",Chennai Super Kings,2013
1191,95,Albie Morkel,Allrounder,95,"26,635,000",Chennai Super Kings,2013
1192,121,Michael Hussey,Batsman,121,"22,639,750",Chennai Super Kings,2013
1193,33,Dwayne Bravo,Allrounder,33,"10,654,000",Chennai Super Kings,2013
1194,251,Shadab Jakati,Bowler,251,"9,200,000",Chennai Super Kings,2013
1195,67,Francois Du Plessis,Batsman,67,"6,392,400",Chennai Super Kings,2013
1196,242,Ben Hilfenhaus,Bowler,242,"5,327,000",Chennai Super Kings,2013
1197,340,Nuwan Kulasekara,Bowler,340,"5,327,000",Chennai Super Kings,2013
1198,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"4,600,000",Chennai Super Kings,2013
1199,356,Anirudha Srikkanth,Batsman,356,"3,000,000",Chennai Super Kings,2013
1200,385,Ben Laughlin,Bowler,385,"1,065,400",Chennai Super Kings,2013
1201,451,Akila Dananjaya,Allrounder,451,"1,065,400",Chennai Super Kings,2013
1202,260,Jason Holder,Allrounder,260,"1,065,400",Chennai Super Kings,2013
1203,146,Ankit Rajpoot,Bowler,146,"1,000,000",Chennai Super Kings,2013
1204,481,Baba Aparajith,Allrounder,481,"1,000,000",Chennai Super Kings,2013
1205,73,Mohit Sharma,Bowler,73,"1,000,000",Chennai Super Kings,2013
1206,702,R Karthikeyan,Batsman,702,"1,000,000",Chennai Super Kings,2013
1207,546,Ronit More,Bowler,546,"1,000,000",Chennai Super Kings,2013
1208,131,Vijay Shankar,Allrounder,131,"1,000,000",Chennai Super Kings,2013
1209,542,Imtiaz Ahmed,Wicketkeeper Batsman,542,"1,000,000",Chennai Super Kings,2013
1210,10,Shane Watson,Allrounder,10,"69,251,000",Rajasthan Royals,2013
1211,166,Brad Hodge,Batsman,166,"25,303,250",Rajasthan Royals,2013
1212,96,Rahul Dravid,Batsman,96,"23,000,000",Rajasthan Royals,2013
1213,51,James Faulkner,Allrounder,51,"21,308,000",Rajasthan Royals,2013
1214,118,Shanthakumaran Sreesanth,Bowler,118,"18,400,000",Rajasthan Royals,2013
1215,176,Shaun Tait,Bowler,176,"15,981,000",Rajasthan Royals,2013
1216,313,Fidel Edwards,Bowler,313,"11,186,700",Rajasthan Royals,2013
1217,270,Brad Hogg,Allrounder,270,"9,588,600",Rajasthan Royals,2013
1218,352,Siddharth Trivedi,Bowler,352,"3,000,000",Rajasthan Royals,2013
1219,107,Stuart Binny,Allrounder,107,"3,000,000",Rajasthan Royals,2013
1220,332,Dishant Yagnik,Wicketkeeper Batsman,332,"3,000,000",Rajasthan Royals,2013
1221,389,Ajit Chandila,Allrounder,389,"3,000,000",Rajasthan Royals,2013
1222,406,Kevon Cooper,Allrounder,406,"2,663,500",Rajasthan Royals,2013
1223,212,Shreevats Goswami,Wicketkeeper Batsman,212,"2,000,000",Rajasthan Royals,2013
1224,23,Ajinkya Rahane,Batsman,23,"2,000,000",Rajasthan Royals,2013
1225,457,Ashok Menaria,Allrounder,457,"2,000,000",Rajasthan Royals,2013
1226,434,Ankeet Chavan,Batsman,434,"2,000,000",Rajasthan Royals,2013
1227,690,Kusal Janith Perera,Wicketkeeper Batsman,690,"1,065,400",Rajasthan Royals,2013
1228,322,Samuel Badree,Bowler,322,"1,065,400",Rajasthan Royals,2013
1229,409,Pravin Tambe,Bowler,409,"1,000,000",Rajasthan Royals,2013
1230,393,Sachin Baby,Batsman,393,"1,000,000",Rajasthan Royals,2013
1231,344,Vikramjeet Malik,Bowler,344,"1,000,000",Rajasthan Royals,2013
1232,28,Sanju Samson,Wicketkeeper Batsman,28,"1,000,000",Rajasthan Royals,2013
1233,696,Bowler,Bowler,696,"1,000,000",Rajasthan Royals,2013
1234,759,Kumar Boresa,Bowler,759,"800,000",Rajasthan Royals,2013
1235,450,Rahul Shukla,Bowler,450,"800,000",Rajasthan Royals,2013
1236,290,Owais Shah,Batsman,290,0,Rajasthan Royals,2013
1237,60,David Hussey,Allrounder,60,"74,578,000",Kings Xi Punjab,2013
1238,86,Adam Gilchrist,Wicketkeeper Batsman,86,"47,943,000",Kings Xi Punjab,2013
1239,24,Piyush Chawla,Allrounder,24,"41,400,000",Kings Xi Punjab,2013
1240,79,Praveen Kumar,Bowler,79,"36,800,000",Kings Xi Punjab,2013
1241,91,Manan Vohra,Batsman,91,"23,000,000",Kings Xi Punjab,2013
1242,120,Shaun Marsh,Batsman,120,"21,308,000",Kings Xi Punjab,2013
1243,204,Ryan harris,Bowler,204,"17,312,750",Kings Xi Punjab,2013
1244,282,Luke Pomersbach,Batsman,282,"15,981,000",Kings Xi Punjab,2013
1245,280,Azhar Mahmood,Allrounder,280,"10,654,000",Kings Xi Punjab,2013
1246,20,David Miller,Batsman,20,"5,327,000",Kings Xi Punjab,2013
1247,272,Dimitri Mascarenhas,Allrounder,272,"5,327,000",Kings Xi Punjab,2013
1248,331,Bipul Sharma,Allrounder,331,"3,000,000",Kings Xi Punjab,2013
1249,236,Manpreet Gony,Bowler,236,"3,000,000",Kings Xi Punjab,2013
1250,384,Rajagopal Sathish,Allrounder,384,"3,000,000",Kings Xi Punjab,2013
1251,388,Sunny Singh,Batsman,388,"3,000,000",Kings Xi Punjab,2013
1252,324,Parvinder Awana,Batsman,324,"2,000,000",Kings Xi Punjab,2013
1253,435,Paul Valthaty,Batsman,435,"2,000,000",Kings Xi Punjab,2013
1254,448,Nitin Saini,Wicketkeeper Batsman,448,"2,000,000",Kings Xi Punjab,2013
1255,689,Michael Neser,Allrounder,689,"1,158,043",Kings Xi Punjab,2013
1256,191,Gurkeerat Mann Singh,Batsman,191,"1,000,000",Kings Xi Punjab,2013
1257,506,Harmeet Singh,Bowler,506,"1,000,000",Kings Xi Punjab,2013
1258,539,Bhargav Bhatt,Bowler,539,"1,000,000",Kings Xi Punjab,2013
1259,286,Aniket Choudhary,Bowler,286,"1,000,000",Kings Xi Punjab,2013
1260,168,Mandeep Singh,Allrounder,168,"1,000,000",Kings Xi Punjab,2013
1261,493,Siddharth Chitnis,Batsman,493,"1,000,000",Kings Xi Punjab,2013
1262,116,Sandeep Sharma,Bowler,116,"1,000,000",Kings Xi Punjab,2013
1263,36,Irfan Pathan,Allrounder,36,"87,400,000",Delhi Daredevils,2013
1264,37,Virender Sehwag,Batsman,37,"82,800,000",Delhi Daredevils,2013
1265,70,Mahela Jayawardene,Batsman,70,"64,400,000",Delhi Daredevils,2013
1266,16,David Warner,Batsman,16,"39,952,500",Delhi Daredevils,2013
1267,59,Ashish Nehra,Bowler,59,"39,100,000",Delhi Daredevils,2013
1268,50,Umesh Yadav,Bowler,50,"34,500,000",Delhi Daredevils,2013
1269,158,Venugopal Rao,Batsman,158,"32,200,000",Delhi Daredevils,2013
1270,111,Morne Morkel,Bowler,111,"25,303,250",Delhi Daredevils,2013
1271,139,Johan Botha,Allrounder,139,"23,971,500",Delhi Daredevils,2013
1272,38,Andre Russell,Allrounder,38,"23,971,500",Delhi Daredevils,2013
1273,244,Jesse Ryder,Allrounder,244,"13,850,200",Delhi Daredevils,2013
1274,188,Naman Ojha,Wicketkeeper batsman,188,"12,420,000",Delhi Daredevils,2013
1275,192,Ajit Agarkar,Bowler,192,"9,660,000",Delhi Daredevils,2013
1276,106,Shahbaz Nadeem,Bowler,106,"3,000,000",Delhi Daredevils,2013
1277,364,Roelof Van der Merwe,Allrounder,364,"2,663,500",Delhi Daredevils,2013
1278,568,Jeevan Mendis,Allrounder,568,"2,663,500",Delhi Daredevils,2013
1279,567,Ben Rohrer,Batsman,567,"2,663,500",Delhi Daredevils,2013
1280,419,Yogesh Nagar,Allrounder,419,"2,000,000",Delhi Daredevils,2013
1281,52,Kedar Jadhav,Allrounder,52,"2,000,000",Delhi Daredevils,2013
1282,591,Gulam Bodi,Batsman,591,"1,065,400",Delhi Daredevils,2013
1283,292,Unmukt Chand,Batsman,292,"1,000,000",Delhi Daredevils,2013
1284,703,Arisht Singhvi,Bowler,703,"1,000,000",Delhi Daredevils,2013
1285,132,Pawan Negi,Bowler,132,"1,000,000",Delhi Daredevils,2013
1286,545,Manpreet Juneja,Batsman,545,"1,000,000",Delhi Daredevils,2013
1287,421,Chidhambaram Gautam,Wicketkeeper Batsman,421,"1,000,000",Delhi Daredevils,2013
1288,704,Royston Dias,Bowler,704,"1,000,000",Delhi Daredevils,2013
1289,705,Siddharth Kaul,Bowler,705,"1,000,000",Delhi Daredevils,2013
1290,404,Bharat Chipli,Batsman,404,"1,000,000",Delhi Daredevils,2013
1291,656,Sujit Nayak,Batsman,656,"1,000,000",Delhi Daredevils,2013
1292,47,Kevin Pietersen,Batsman,47,0,Delhi Daredevils,2013
1293,126,Varun Aaron,Bowler,126,0,Delhi Daredevils,2013
1294,2,Rohit Sharma,Batsman,2,"92,000,000",Mumbai Indians,2013
1295,42,Sachin Tendulkar,Batsman,42,"82,800,000",Mumbai Indians,2013
1296,22,Harbhajan Singh,Bowler,22,"59,800,000",Mumbai Indians,2013
1297,18,Glenn Maxwell,Allrounder,18,"53,270,000",Mumbai Indians,2013
1298,14,Kieron Pollard,Allrounder,14,"47,943,000",Mumbai Indians,2013
1299,12,Dinesh Karthik,Wicketkeeper Batsman,12,"41,400,000",Mumbai Indians,2013
1300,133,Munaf Patel,Bowler,133,"32,200,000",Mumbai Indians,2013
1301,29,Lasith Malinga,Bowler,29,"26,635,000",Mumbai Indians,2013
1302,54,Nathan Coulter-Nile,Bowler,54,"23,971,500",Mumbai Indians,2013
1303,156,Pragyan Ojha,Bowler,156,"23,000,000",Mumbai Indians,2013
1304,243,Ricky Ponting,Batsman,243,"21,308,000",Mumbai Indians,2013
1305,66,Mitchell Johnson,Bowler,66,"15,981,000",Mumbai Indians,2013
1306,114,Dwayne Smith,Allrounder,114,"5,327,000",Mumbai Indians,2013
1307,341,James Franklin,Allrounder,341,"5,327,000",Mumbai Indians,2013
1308,474,Phil Hughes,Batsman,474,"5,327,000",Mumbai Indians,2013
1309,68,Ambati Rayudu,Batsman,68,"3,000,000",Mumbai Indians,2013
1310,312,Abu Nechim,Bowler,312,"3,000,000",Mumbai Indians,2013
1311,159,Jacob Oram,Allrounder,159,"2,663,500",Mumbai Indians,2013
